ERROR: Component M287 is not in a mock fail state
ERROR: Component P180 is not currently installed
[OBSERVER] Component P460 changed from INSTALLED to PENDING
[OBSERVER] Component M841 changed from INSTALLED to PENDING
[OBSERVER] Component P515 changed from INSTALLED to PENDING
[OBSERVER] Component M878 changed from INSTALLED to PENDING
[OBSERVER] Component P455 changed from INSTALLED to PENDING
[OBSERVER] Component P617 changed from INSTALLED to PENDING
[OBSERVER] Component M462 changed from INSTALLED to PENDING
[OBSERVER] Component P52 changed from PENDING to FAILED
ERROR: Invalid command
[OBSERVER] Component M670 changed from PENDING to INSTALLED
ERROR: Component M501 is not in a mock fail state
ERROR: Component with ID M793 already exists
[OBSERVER] Component M277 changed from PENDING to INSTALLED
[OBSERVER] Component M119 changed from PENDING to INSTALLED
[OBSERVER] Component M580 changed from PENDING to INSTALLED
[OBSERVER] Component M627 changed from PENDING to INSTALLED
ERROR: Component P276 is not currently installed
ERROR: Component M662 is not currently installed
ERROR: Component P407 is not currently installed
[OBSERVER] Component M771 changed from PENDING to INSTALLED
[OBSERVER] Component M320 changed from PENDING to INSTALLED
[OBSERVER] Component P311 changed from PENDING to INSTALLED
[OBSERVER] Component M686 changed from PENDING to INSTALLED
[OBSERVER] Component M734 changed from PENDING to INSTALLED
[OBSERVER] Component P561 changed from PENDING to FAILED
[OBSERVER] Component M734 changed from INSTALLED to PENDING
[OBSERVER] Component M686 changed from INSTALLED to PENDING
[OBSERVER] Component P287 changed from PENDING to FAILED
[OBSERVER] Component M315 changed from PENDING to INSTALLED
[OBSERVER] Component M789 changed from PENDING to INSTALLED
ERROR: Component M589 is not in a mock fail state
ERROR: Component M660 is not currently installed
ERROR: Component M884 is not currently installed
[OBSERVER] Component M643 changed from PENDING to INSTALLED
[OBSERVER] Component P561 changed from FAILED to PENDING
[OBSERVER] Component P559 changed from INSTALLED to PENDING
[OBSERVER] Component P554 changed from INSTALLED to PENDING
[OBSERVER] Component P441 changed from INSTALLED to PENDING
[OBSERVER] Component P366 changed from INSTALLED to PENDING
[OBSERVER] Component P311 changed from INSTALLED to PENDING
[OBSERVER] Component P304 changed from FAILED to PENDING
[OBSERVER] Component P287 changed from FAILED to PENDING
[OBSERVER] Component P120 changed from INSTALLED to PENDING
[OBSERVER] Component P63 changed from INSTALLED to PENDING
[OBSERVER] Component P52 changed from FAILED to PENDING
[OBSERVER] Component M832 changed from INSTALLED to PENDING
[OBSERVER] Component M805 changed from INSTALLED to PENDING
[OBSERVER] Component M789 changed from INSTALLED to PENDING
[OBSERVER] Component M773 changed from INSTALLED to PENDING
[OBSERVER] Component M771 changed from INSTALLED to PENDING
[OBSERVER] Component M731 changed from INSTALLED to PENDING
[OBSERVER] Component M670 changed from INSTALLED to PENDING
[OBSERVER] Component M657 changed from INSTALLED to PENDING
[OBSERVER] Component M643 changed from INSTALLED to PENDING
[OBSERVER] Component M627 changed from INSTALLED to PENDING
[OBSERVER] Component M593 changed from INSTALLED to PENDING
[OBSERVER] Component M580 changed from INSTALLED to PENDING
[OBSERVER] Component M558 changed from INSTALLED to PENDING
[OBSERVER] Component M516 changed from INSTALLED to PENDING
[OBSERVER] Component M451 changed from INSTALLED to PENDING
[OBSERVER] Component M325 changed from INSTALLED to PENDING
[OBSERVER] Component M320 changed from INSTALLED to PENDING
[OBSERVER] Component M315 changed from INSTALLED to PENDING
[OBSERVER] Component M277 changed from INSTALLED to PENDING
[OBSERVER] Component M221 changed from INSTALLED to PENDING
[OBSERVER] Component M165 changed from INSTALLED to PENDING
[OBSERVER] Component M142 changed from INSTALLED to PENDING
[OBSERVER] Component M125 changed from INSTALLED to PENDING
[OBSERVER] Component M119 changed from INSTALLED to PENDING
[OBSERVER] Component M58 changed from INSTALLED to PENDING
ERROR: Component with ID M311 already exists
ERROR: Component M399 is not currently installed
[OBSERVER] Component M461 changed from PENDING to INSTALLED
[OBSERVER] Component M717 changed from PENDING to INSTALLED
[OBSERVER] Component M829 changed from PENDING to INSTALLED
[OBSERVER] Component M738 changed from PENDING to INSTALLED
[OBSERVER] Component P549 changed from PENDING to INSTALLED
[OBSERVER] Component M31 changed from PENDING to INSTALLED
[OBSERVER] Component P470 changed from PENDING to INSTALLED
[OBSERVER] Component P580 changed from PENDING to INSTALLED
[OBSERVER] Component P205 changed from PENDING to INSTALLED
ERROR: Component M886 is already set to fail
[OBSERVER] Component P580 changed from INSTALLED to PENDING
[OBSERVER] Component P549 changed from INSTALLED to PENDING
[OBSERVER] Component P470 changed from INSTALLED to PENDING
[OBSERVER] Component P205 changed from INSTALLED to PENDING
[OBSERVER] Component M829 changed from INSTALLED to PENDING
[OBSERVER] Component M738 changed from INSTALLED to PENDING
[OBSERVER] Component M717 changed from INSTALLED to PENDING
[OBSERVER] Component M461 changed from INSTALLED to PENDING
[OBSERVER] Component M31 changed from INSTALLED to PENDING
[OBSERVER] Component M777 changed from PENDING to INSTALLED
[OBSERVER] Component M629 changed from PENDING to INSTALLED
ERROR: Component P23 is not currently installed
[OBSERVER] Component M104 changed from PENDING to INSTALLED
[OBSERVER] Component P461 changed from PENDING to INSTALLED
[OBSERVER] Component M312 changed from PENDING to INSTALLED
[OBSERVER] Component P503 changed from PENDING to FAILED
[OBSERVER] Component M312 changed from INSTALLED to PENDING
[OBSERVER] Component P461 changed from INSTALLED to PENDING
[OBSERVER] Component M104 changed from INSTALLED to PENDING
[OBSERVER] Component P275 changed from PENDING to FAILED
[OBSERVER] Component P538 changed from PENDING to INSTALLED
ERROR: Invalid command
ERROR: Component P242 is not in a mock fail state
[OBSERVER] Component M186 changed from PENDING to INSTALLED
ERROR: Component M364 is not in a mock fail state
[OBSERVER] Component M228 changed from PENDING to INSTALLED
[OBSERVER] Component M209 changed from PENDING to INSTALLED
[OBSERVER] Component P624 changed from PENDING to INSTALLED
ERROR: Component P456 is not in a mock fail state
ERROR: Component M371 is not currently installed
ERROR: Component P356 is not in a mock fail state
[OBSERVER] Component P621 changed from PENDING to INSTALLED
[OBSERVER] Component M601 changed from PENDING to INSTALLED
[OBSERVER] Component M162 changed from PENDING to INSTALLED
ERROR: Cannot attach to a module
ERROR: Component M737 is not in a mock fail state
[OBSERVER] Component M878 changed from PENDING to INSTALLED
ERROR: Invalid command
[OBSERVER] Component M313 changed from PENDING to INSTALLED
[OBSERVER] Component M100 changed from PENDING to INSTALLED
[OBSERVER] Component P624 changed from INSTALLED to PENDING
[OBSERVER] Component P621 changed from INSTALLED to PENDING
[OBSERVER] Component P538 changed from INSTALLED to PENDING
[OBSERVER] Component P503 changed from FAILED to PENDING
[OBSERVER] Component P275 changed from FAILED to PENDING
[OBSERVER] Component M878 changed from INSTALLED to PENDING
[OBSERVER] Component M777 changed from INSTALLED to PENDING
[OBSERVER] Component M629 changed from INSTALLED to PENDING
[OBSERVER] Component M601 changed from INSTALLED to PENDING
[OBSERVER] Component M313 changed from INSTALLED to PENDING
[OBSERVER] Component M228 changed from INSTALLED to PENDING
[OBSERVER] Component M209 changed from INSTALLED to PENDING
[OBSERVER] Component M186 changed from INSTALLED to PENDING
[OBSERVER] Component M162 changed from INSTALLED to PENDING
[OBSERVER] Component M100 changed from INSTALLED to PENDING
[OBSERVER] Component M592 changed from PENDING to INSTALLED
ERROR: Component P259 is not currently installed
[OBSERVER] Component M338 changed from PENDING to INSTALLED
[OBSERVER] Component M9 changed from PENDING to INSTALLED
[OBSERVER] Component M668 changed from PENDING to INSTALLED
[OBSERVER] Component P293 changed from PENDING to INSTALLED
[OBSERVER] Component M746 changed from PENDING to INSTALLED
[OBSERVER] Component M348 changed from PENDING to INSTALLED
[OBSERVER] Component M708 changed from PENDING to INSTALLED
[OBSERVER] Component M446 changed from PENDING to INSTALLED
[OBSERVER] Component M316 changed from PENDING to INSTALLED
[OBSERVER] Component M219 changed from PENDING to INSTALLED
[OBSERVER] Component M509 changed from PENDING to INSTALLED
[OBSERVER] Component P439 changed from PENDING to INSTALLED
[OBSERVER] Component M451 changed from PENDING to INSTALLED
[OBSERVER] Component P366 changed from PENDING to INSTALLED
[OBSERVER] Component M564 changed from PENDING to INSTALLED
[OBSERVER] Component M827 changed from PENDING to INSTALLED
[OBSERVER] Component P284 changed from PENDING to INSTALLED
[OBSERVER] Component M140 changed from PENDING to INSTALLED
[OBSERVER] Component M847 changed from PENDING to INSTALLED
[OBSERVER] Component M780 changed from PENDING to INSTALLED
[OBSERVER] Component M612 changed from PENDING to INSTALLED
[OBSERVER] Component M236 changed from PENDING to INSTALLED
[OBSERVER] Component P500 changed from PENDING to INSTALLED
[OBSERVER] Component P244 changed from PENDING to INSTALLED
[OBSERVER] Component M375 changed from PENDING to INSTALLED
[OBSERVER] Component P500 changed from INSTALLED to PENDING
[OBSERVER] Component P439 changed from INSTALLED to PENDING
[OBSERVER] Component P366 changed from INSTALLED to PENDING
[OBSERVER] Component P293 changed from INSTALLED to PENDING
[OBSERVER] Component P284 changed from INSTALLED to PENDING
[OBSERVER] Component P244 changed from INSTALLED to PENDING
[OBSERVER] Component M847 changed from INSTALLED to PENDING
[OBSERVER] Component M827 changed from INSTALLED to PENDING
[OBSERVER] Component M780 changed from INSTALLED to PENDING
[OBSERVER] Component M746 changed from INSTALLED to PENDING
[OBSERVER] Component M708 changed from INSTALLED to PENDING
[OBSERVER] Component M668 changed from INSTALLED to PENDING
[OBSERVER] Component M612 changed from INSTALLED to PENDING
[OBSERVER] Component M592 changed from INSTALLED to PENDING
[OBSERVER] Component M564 changed from INSTALLED to PENDING
[OBSERVER] Component M509 changed from INSTALLED to PENDING
[OBSERVER] Component M451 changed from INSTALLED to PENDING
[OBSERVER] Component M446 changed from INSTALLED to PENDING
[OBSERVER] Component M375 changed from INSTALLED to PENDING
[OBSERVER] Component M348 changed from INSTALLED to PENDING
[OBSERVER] Component M338 changed from INSTALLED to PENDING
[OBSERVER] Component M316 changed from INSTALLED to PENDING
[OBSERVER] Component M236 changed from INSTALLED to PENDING
[OBSERVER] Component M219 changed from INSTALLED to PENDING
[OBSERVER] Component M140 changed from INSTALLED to PENDING
[OBSERVER] Component M9 changed from INSTALLED to PENDING
[OBSERVER] Component M185 changed from PENDING to INSTALLED
[OBSERVER] Component M572 changed from PENDING to INSTALLED
[OBSERVER] Component M573 changed from PENDING to INSTALLED
[OBSERVER] Component M108 changed from PENDING to INSTALLED
[OBSERVER] Component P524 changed from PENDING to INSTALLED
[OBSERVER] Component M225 changed from PENDING to INSTALLED
[OBSERVER] Component M154 changed from PENDING to INSTALLED
[OBSERVER] Component P505 changed from PENDING to INSTALLED
[OBSERVER] Component M787 changed from PENDING to INSTALLED
[OBSERVER] Component P433 changed from PENDING to INSTALLED
ERROR: Component M812 is not currently installed
[OBSERVER] Component M834 changed from PENDING to INSTALLED
[OBSERVER] Component M262 changed from PENDING to INSTALLED
[OBSERVER] Component M269 changed from PENDING to INSTALLED
[OBSERVER] Component P465 changed from PENDING to INSTALLED
ERROR: Component P95 is not in a mock fail state
[OBSERVER] Component M5 changed from PENDING to INSTALLED
ERROR: Cannot attach to a module
[OBSERVER] Component M42 changed from PENDING to INSTALLED
[OBSERVER] Component M783 changed from PENDING to INSTALLED
[OBSERVER] Component M340 changed from PENDING to INSTALLED
[OBSERVER] Component M493 changed from PENDING to INSTALLED
[OBSERVER] Component P312 changed from PENDING to INSTALLED
[OBSERVER] Component M324 changed from PENDING to INSTALLED
[OBSERVER] Component P159 changed from PENDING to INSTALLED
ERROR: Component GHOST_P does not exist
ERROR: Component P289 is not in a mock fail state
[OBSERVER] Component M528 changed from PENDING to INSTALLED
[OBSERVER] Component M322 changed from PENDING to INSTALLED
ERROR: Component GHOST_P does not exist
ERROR: Component M359 is not currently installed
[OBSERVER] Component M535 changed from PENDING to INSTALLED
[OBSERVER] Component P556 changed from PENDING to INSTALLED
[OBSERVER] Component M75 changed from PENDING to FAILED
ERROR: Component M173 is not currently installed
ERROR: Component M302 is not in a mock fail state
ERROR: Invalid command
ERROR: Invalid command
[OBSERVER] Component M107 changed from PENDING to INSTALLED
[OBSERVER] Component M26 changed from PENDING to INSTALLED
ERROR: Component M911 is not currently installed
[OBSERVER] Component M43 changed from PENDING to INSTALLED
[OBSERVER] Component P538 changed from PENDING to INSTALLED
[OBSERVER] Component M438 changed from PENDING to INSTALLED
[OBSERVER] Component P411 changed from PENDING to INSTALLED
[OBSERVER] Component M343 changed from PENDING to INSTALLED
[OBSERVER] Component M857 changed from PENDING to INSTALLED
[OBSERVER] Component P373 changed from PENDING to INSTALLED
[OBSERVER] Component M588 changed from PENDING to INSTALLED
[OBSERVER] Component M771 changed from PENDING to INSTALLED
[OBSERVER] Component M320 changed from PENDING to INSTALLED
[OBSERVER] Component P311 changed from PENDING to INSTALLED
[OBSERVER] Component M88 changed from PENDING to INSTALLED
[OBSERVER] Component M648 changed from PENDING to INSTALLED
[OBSERVER] Component M654 changed from PENDING to INSTALLED
[OBSERVER] Component M199 changed from PENDING to INSTALLED
[OBSERVER] Component M658 changed from PENDING to INSTALLED
[OBSERVER] Component M312 changed from PENDING to INSTALLED
[OBSERVER] Component P485 changed from PENDING to INSTALLED
[OBSERVER] Component P333 changed from PENDING to INSTALLED
[OBSERVER] Component P193 changed from PENDING to INSTALLED
[OBSERVER] Component M55 changed from PENDING to INSTALLED
[OBSERVER] Component M126 changed from PENDING to INSTALLED
[OBSERVER] Component P400 changed from PENDING to INSTALLED
[OBSERVER] Component M219 changed from PENDING to INSTALLED
[OBSERVER] Component M865 changed from PENDING to INSTALLED
[OBSERVER] Component M376 changed from PENDING to INSTALLED
[OBSERVER] Component P202 changed from PENDING to INSTALLED
[OBSERVER] Component M782 changed from PENDING to FAILED
[OBSERVER] Component P379 changed from PENDING to FAILED
[OBSERVER] Component P202 changed from INSTALLED to PENDING
[OBSERVER] Component M376 changed from INSTALLED to PENDING
[OBSERVER] Component M865 changed from INSTALLED to PENDING
[OBSERVER] Component M219 changed from INSTALLED to PENDING
[OBSERVER] Component P400 changed from INSTALLED to PENDING
[OBSERVER] Component M126 changed from INSTALLED to PENDING
[OBSERVER] Component P194 changed from PENDING to FAILED
[OBSERVER] Component M55 changed from INSTALLED to PENDING
[OBSERVER] Component P193 changed from INSTALLED to PENDING
[OBSERVER] Component P333 changed from INSTALLED to PENDING
[OBSERVER] Component P485 changed from INSTALLED to PENDING
[OBSERVER] Component M312 changed from INSTALLED to PENDING
[OBSERVER] Component M658 changed from INSTALLED to PENDING
[OBSERVER] Component M199 changed from INSTALLED to PENDING
[OBSERVER] Component M654 changed from INSTALLED to PENDING
[OBSERVER] Component M648 changed from INSTALLED to PENDING
[OBSERVER] Component M88 changed from INSTALLED to PENDING
[OBSERVER] Component P311 changed from INSTALLED to PENDING
[OBSERVER] Component M320 changed from INSTALLED to PENDING
[OBSERVER] Component M771 changed from INSTALLED to PENDING
[OBSERVER] Component M588 changed from INSTALLED to PENDING
[OBSERVER] Component P373 changed from INSTALLED to PENDING
[OBSERVER] Component M857 changed from INSTALLED to PENDING
[OBSERVER] Component M343 changed from INSTALLED to PENDING
[OBSERVER] Component P411 changed from INSTALLED to PENDING
[OBSERVER] Component M438 changed from INSTALLED to PENDING
[OBSERVER] Component P538 changed from INSTALLED to PENDING
[OBSERVER] Component M43 changed from INSTALLED to PENDING
[OBSERVER] Component P73 changed from PENDING to FAILED
[OBSERVER] Component M474 changed from PENDING to INSTALLED
ERROR: Component M916 is not in a mock fail state
[OBSERVER] Component M179 changed from PENDING to INSTALLED
[OBSERVER] Component M635 changed from PENDING to INSTALLED
[OBSERVER] Component M345 changed from PENDING to INSTALLED
[OBSERVER] Component M7 changed from PENDING to INSTALLED
[OBSERVER] Component P218 changed from PENDING to INSTALLED
[OBSERVER] Component M299 changed from PENDING to INSTALLED
[OBSERVER] Component M499 changed from PENDING to INSTALLED
[OBSERVER] Component P235 changed from PENDING to INSTALLED
[OBSERVER] Component M336 changed from PENDING to INSTALLED
[OBSERVER] Component M392 changed from PENDING to INSTALLED
[OBSERVER] Component P385 changed from PENDING to INSTALLED
[OBSERVER] Component M1 changed from PENDING to INSTALLED
[OBSERVER] Component M120 changed from PENDING to INSTALLED
[OBSERVER] Component M313 changed from PENDING to INSTALLED
[OBSERVER] Component P440 changed from PENDING to INSTALLED
[OBSERVER] Component M317 changed from PENDING to INSTALLED
[OBSERVER] Component M96 changed from PENDING to INSTALLED
[OBSERVER] Component M699 changed from PENDING to INSTALLED
[OBSERVER] Component M729 changed from PENDING to INSTALLED
[OBSERVER] Component P571 changed from PENDING to INSTALLED
[OBSERVER] Component P504 changed from PENDING to INSTALLED
[OBSERVER] Component P434 changed from PENDING to INSTALLED
[OBSERVER] Component M169 changed from PENDING to INSTALLED
[OBSERVER] Component M600 changed from PENDING to INSTALLED
[OBSERVER] Component M725 changed from PENDING to INSTALLED
[OBSERVER] Component P361 changed from PENDING to INSTALLED
[OBSERVER] Component M489 changed from PENDING to FAILED
[OBSERVER] Component P361 changed from INSTALLED to PENDING
[OBSERVER] Component M725 changed from INSTALLED to PENDING
[OBSERVER] Component M600 changed from INSTALLED to PENDING
[OBSERVER] Component M169 changed from INSTALLED to PENDING
[OBSERVER] Component P434 changed from INSTALLED to PENDING
[OBSERVER] Component P504 changed from INSTALLED to PENDING
[OBSERVER] Component P571 changed from INSTALLED to PENDING
[OBSERVER] Component M729 changed from INSTALLED to PENDING
[OBSERVER] Component M699 changed from INSTALLED to PENDING
[OBSERVER] Component M96 changed from INSTALLED to PENDING
[OBSERVER] Component M317 changed from INSTALLED to PENDING
[OBSERVER] Component P440 changed from INSTALLED to PENDING
[OBSERVER] Component M313 changed from INSTALLED to PENDING
[OBSERVER] Component M120 changed from INSTALLED to PENDING
[OBSERVER] Component M1 changed from INSTALLED to PENDING
[OBSERVER] Component P88 changed from PENDING to FAILED
[OBSERVER] Component P385 changed from INSTALLED to PENDING
[OBSERVER] Component M392 changed from INSTALLED to PENDING
[OBSERVER] Component M336 changed from INSTALLED to PENDING
[OBSERVER] Component P10 changed from PENDING to FAILED
ERROR: Component M98 is not currently installed
[OBSERVER] Component M503 changed from PENDING to INSTALLED
[OBSERVER] Component M350 changed from PENDING to FAILED
[OBSERVER] Component M503 changed from INSTALLED to PENDING
[OBSERVER] Component P480 changed from PENDING to FAILED
ERROR: Component P421 is not currently installed
[OBSERVER] Component P556 changed from INSTALLED to PENDING
[OBSERVER] Component P524 changed from INSTALLED to PENDING
[OBSERVER] Component P505 changed from INSTALLED to PENDING
[OBSERVER] Component P480 changed from FAILED to PENDING
[OBSERVER] Component P465 changed from INSTALLED to PENDING
[OBSERVER] Component P433 changed from INSTALLED to PENDING
[OBSERVER] Component P379 changed from FAILED to PENDING
[OBSERVER] Component P312 changed from INSTALLED to PENDING
[OBSERVER] Component P235 changed from INSTALLED to PENDING
[OBSERVER] Component P218 changed from INSTALLED to PENDING
[OBSERVER] Component P194 changed from FAILED to PENDING
[OBSERVER] Component P159 changed from INSTALLED to PENDING
[OBSERVER] Component P88 changed from FAILED to PENDING
[OBSERVER] Component P73 changed from FAILED to PENDING
[OBSERVER] Component P10 changed from FAILED to PENDING
[OBSERVER] Component M834 changed from INSTALLED to PENDING
[OBSERVER] Component M787 changed from INSTALLED to PENDING
[OBSERVER] Component M783 changed from INSTALLED to PENDING
[OBSERVER] Component M782 changed from FAILED to PENDING
[OBSERVER] Component M635 changed from INSTALLED to PENDING
[OBSERVER] Component M573 changed from INSTALLED to PENDING
[OBSERVER] Component M572 changed from INSTALLED to PENDING
[OBSERVER] Component M535 changed from INSTALLED to PENDING
[OBSERVER] Component M528 changed from INSTALLED to PENDING
[OBSERVER] Component M499 changed from INSTALLED to PENDING
[OBSERVER] Component M493 changed from INSTALLED to PENDING
[OBSERVER] Component M489 changed from FAILED to PENDING
[OBSERVER] Component M474 changed from INSTALLED to PENDING
[OBSERVER] Component M350 changed from FAILED to PENDING
[OBSERVER] Component M345 changed from INSTALLED to PENDING
[OBSERVER] Component M340 changed from INSTALLED to PENDING
[OBSERVER] Component M324 changed from INSTALLED to PENDING
[OBSERVER] Component M322 changed from INSTALLED to PENDING
[OBSERVER] Component M299 changed from INSTALLED to PENDING
[OBSERVER] Component M269 changed from INSTALLED to PENDING
[OBSERVER] Component M262 changed from INSTALLED to PENDING
[OBSERVER] Component M225 changed from INSTALLED to PENDING
[OBSERVER] Component M185 changed from INSTALLED to PENDING
[OBSERVER] Component M179 changed from INSTALLED to PENDING
[OBSERVER] Component M154 changed from INSTALLED to PENDING
[OBSERVER] Component M108 changed from INSTALLED to PENDING
[OBSERVER] Component M107 changed from INSTALLED to PENDING
[OBSERVER] Component M75 changed from FAILED to PENDING
[OBSERVER] Component M42 changed from INSTALLED to PENDING
[OBSERVER] Component M26 changed from INSTALLED to PENDING
[OBSERVER] Component M7 changed from INSTALLED to PENDING
[OBSERVER] Component M5 changed from INSTALLED to PENDING
ERROR: Component GHOST_P does not exist
ERROR: Component P96 is not in a mock fail state
ERROR: No installed components to uninstall
ERROR: Component with ID M343 already exists
ERROR: Component M449 is not currently installed
[OBSERVER] Component M628 changed from PENDING to INSTALLED
ERROR: Component M507 is not currently installed
[OBSERVER] Component M153 changed from PENDING to FAILED
[OBSERVER] Component M864 changed from PENDING to INSTALLED
[OBSERVER] Component M354 changed from PENDING to INSTALLED
[OBSERVER] Component P167 changed from PENDING to INSTALLED
[OBSERVER] Component P94 changed from PENDING to INSTALLED
ERROR: Component M473 is not currently installed
[OBSERVER] Component M333 changed from PENDING to INSTALLED
[OBSERVER] Component M301 changed from PENDING to FAILED
[OBSERVER] Component M333 changed from INSTALLED to PENDING
[OBSERVER] Component P279 changed from PENDING to FAILED
[OBSERVER] Component P178 changed from PENDING to FAILED
ERROR: Component P227 is not in a mock fail state
[OBSERVER] Component M249 changed from PENDING to INSTALLED
[OBSERVER] Component P392 changed from PENDING to INSTALLED
[OBSERVER] Component M183 changed from PENDING to INSTALLED
ERROR: Component M864 is required by another package
[OBSERVER] Component M62 changed from PENDING to INSTALLED
[OBSERVER] Component P583 changed from PENDING to INSTALLED
[OBSERVER] Component M784 changed from PENDING to INSTALLED
[OBSERVER] Component M591 changed from PENDING to INSTALLED
[OBSERVER] Component M39 changed from PENDING to INSTALLED
[OBSERVER] Component M263 changed from PENDING to FAILED
[OBSERVER] Component M39 changed from INSTALLED to PENDING
[OBSERVER] Component M591 changed from INSTALLED to PENDING
[OBSERVER] Component P89 changed from PENDING to FAILED
[OBSERVER] Component M703 changed from PENDING to INSTALLED
[OBSERVER] Component M453 changed from PENDING to INSTALLED
[OBSERVER] Component M693 changed from PENDING to INSTALLED
[OBSERVER] Component P277 changed from PENDING to INSTALLED
[OBSERVER] Component M117 changed from PENDING to INSTALLED
[OBSERVER] Component M841 changed from PENDING to INSTALLED
[OBSERVER] Component M466 changed from PENDING to INSTALLED
[OBSERVER] Component M776 changed from PENDING to INSTALLED
[OBSERVER] Component M112 changed from PENDING to INSTALLED
[OBSERVER] Component P421 changed from PENDING to INSTALLED
[OBSERVER] Component M829 changed from PENDING to INSTALLED
[OBSERVER] Component M116 changed from PENDING to INSTALLED
[OBSERVER] Component M302 changed from PENDING to INSTALLED
[OBSERVER] Component P396 changed from PENDING to INSTALLED
[OBSERVER] Component M357 changed from PENDING to INSTALLED
[OBSERVER] Component M580 changed from PENDING to INSTALLED
[OBSERVER] Component M934 changed from PENDING to INSTALLED
[OBSERVER] Component P357 changed from PENDING to INSTALLED
ERROR: Component P252 is not in a mock fail state
ERROR: Component P527 is not in a mock fail state
[OBSERVER] Component M100 changed from PENDING to INSTALLED
[OBSERVER] Component P583 changed from INSTALLED to PENDING
[OBSERVER] Component P421 changed from INSTALLED to PENDING
[OBSERVER] Component P396 changed from INSTALLED to PENDING
[OBSERVER] Component P392 changed from INSTALLED to PENDING
[OBSERVER] Component P357 changed from INSTALLED to PENDING
[OBSERVER] Component P279 changed from FAILED to PENDING
[OBSERVER] Component P277 changed from INSTALLED to PENDING
[OBSERVER] Component P178 changed from FAILED to PENDING
[OBSERVER] Component P167 changed from INSTALLED to PENDING
[OBSERVER] Component P94 changed from INSTALLED to PENDING
[OBSERVER] Component P89 changed from FAILED to PENDING
[OBSERVER] Component M934 changed from INSTALLED to PENDING
[OBSERVER] Component M864 changed from INSTALLED to PENDING
[OBSERVER] Component M841 changed from INSTALLED to PENDING
[OBSERVER] Component M829 changed from INSTALLED to PENDING
[OBSERVER] Component M784 changed from INSTALLED to PENDING
[OBSERVER] Component M776 changed from INSTALLED to PENDING
[OBSERVER] Component M703 changed from INSTALLED to PENDING
[OBSERVER] Component M693 changed from INSTALLED to PENDING
[OBSERVER] Component M628 changed from INSTALLED to PENDING
[OBSERVER] Component M580 changed from INSTALLED to PENDING
[OBSERVER] Component M466 changed from INSTALLED to PENDING
[OBSERVER] Component M453 changed from INSTALLED to PENDING
[OBSERVER] Component M357 changed from INSTALLED to PENDING
[OBSERVER] Component M354 changed from INSTALLED to PENDING
[OBSERVER] Component M302 changed from INSTALLED to PENDING
[OBSERVER] Component M301 changed from FAILED to PENDING
[OBSERVER] Component M263 changed from FAILED to PENDING
[OBSERVER] Component M249 changed from INSTALLED to PENDING
[OBSERVER] Component M183 changed from INSTALLED to PENDING
[OBSERVER] Component M153 changed from FAILED to PENDING
[OBSERVER] Component M117 changed from INSTALLED to PENDING
[OBSERVER] Component M116 changed from INSTALLED to PENDING
[OBSERVER] Component M112 changed from INSTALLED to PENDING
[OBSERVER] Component M100 changed from INSTALLED to PENDING
[OBSERVER] Component M62 changed from INSTALLED to PENDING
ERROR: Component M74 is not currently installed
ERROR: No installed components to uninstall
ERROR: Component P324 is not currently installed
[OBSERVER] Component P518 changed from PENDING to INSTALLED
ERROR: Cannot attach to a module
[OBSERVER] Component M422 changed from PENDING to INSTALLED
[OBSERVER] Component M807 changed from PENDING to INSTALLED
[OBSERVER] Component P100 changed from PENDING to INSTALLED
[OBSERVER] Component M511 changed from PENDING to INSTALLED
ERROR: Component M146 is not in a mock fail state
ERROR: Cannot attach to a module
ERROR: Component M226 is not in a mock fail state
[OBSERVER] Component M766 changed from PENDING to INSTALLED
ERROR: Component P399 is not in a mock fail state
[OBSERVER] Component M570 changed from PENDING to INSTALLED
ERROR: Component GHOST_P does not exist
[OBSERVER] Component M163 changed from PENDING to INSTALLED
[OBSERVER] Component M474 changed from PENDING to INSTALLED
[OBSERVER] Component M146 changed from PENDING to INSTALLED
[OBSERVER] Component M548 changed from PENDING to INSTALLED
[OBSERVER] Component M878 changed from PENDING to INSTALLED
[OBSERVER] Component P507 changed from PENDING to INSTALLED
[OBSERVER] Component M188 changed from PENDING to INSTALLED
ERROR: Component M467 is not in a mock fail state
[OBSERVER] Component P549 changed from PENDING to INSTALLED
ERROR: Component P424 is not currently installed
ERROR: Component M548 is already installed
[OBSERVER] Component P554 changed from PENDING to INSTALLED
[OBSERVER] Component P19 changed from PENDING to INSTALLED
[OBSERVER] Component M356 changed from PENDING to INSTALLED
[OBSERVER] Component P319 changed from PENDING to INSTALLED
ERROR: Cannot attach to a module
ERROR: Component GHOST_P does not exist
ERROR: Invalid command
[OBSERVER] Component M48 changed from PENDING to INSTALLED
ERROR: Component P100 is already installed
ERROR: Component P49 is not in a mock fail state
[OBSERVER] Component M72 changed from PENDING to INSTALLED
[OBSERVER] Component M65 changed from PENDING to FAILED
[OBSERVER] Component M72 changed from INSTALLED to PENDING
[OBSERVER] Component P423 changed from PENDING to FAILED
ERROR: Component P324 is not currently installed
[OBSERVER] Component M107 changed from PENDING to INSTALLED
ERROR: Component M318 is not in a mock fail state
ERROR: Component P374 is already set to fail
ERROR: Invalid command
ERROR: Component M864 is not in a mock fail state
[OBSERVER] Component M836 changed from PENDING to INSTALLED
[OBSERVER] Component M771 changed from PENDING to INSTALLED
